distance,State,County,rdName,rdNumber,rdDirection,tmc,dYear,dMonth,dWeekday,HR24_passVeh,HR24_allVeh,HR24_freight,HR1_passVeh,HR1_allVeh,HR1_freight,HR2_passVeh,HR2_allVeh,HR2_freight,HR3_passVeh,HR3_allVeh,HR3_freight,HR4_passVeh,HR4_allVeh,HR4_freight,HR5_passVeh,HR5_allVeh,HR5_freight,HR6_passVeh,HR6_allVeh,HR6_freight,HR7_passVeh,HR7_allVeh,HR7_freight,HR8_passVeh,HR8_allVeh,HR8_freight,HR9_passVeh,HR9_allVeh,HR9_freight,HR10_passVeh,HR10_allVeh,HR10_freight,HR11_passVeh,HR11_allVeh,HR11_freight,HR12_passVeh,HR12_allVeh,HR12_freight,HR13_passVeh,HR13_allVeh,HR13_freight,HR14_passVeh,HR14_allVeh,HR14_freight,HR15_passVeh,HR15_allVeh,HR15_freight,HR16_passVeh,HR16_allVeh,HR16_freight,HR17_passVeh,HR17_allVeh,HR17_freight,HR18_passVeh,HR18_allVeh,HR18_freight,HR19_passVeh,HR19_allVeh,HR19_freight,HR20_passVeh,HR20_allVeh,HR20_freight,HR21_passVeh,HR21_allVeh,HR21_freight,HR22_passVeh,HR22_allVeh,HR22_freight,HR23_passVeh,HR23_allVeh,HR23_freight
1.032594,NY,QUEENS,"FRANCIS LEWIS BLVD",0,SOUTHBOUND,120-19467,2019,01,Tuesday,18,17,12,23,23,NULL,19,19,20,21,21,NULL,20,20,19,16,15,13,14,14,10,14,14,11,12,12,10,15,15,9,18,18,14,14,14,15,18,17,13,15,15,13,20,20,20,17,17,NULL,17,17,NULL,15,15,NULL,18,18,18,17,17,NULL,17,17,NULL,17,17,NULL,16,16,19,20,20,NULL
0.075192,NJ,MONMOUTH,CR-537,537,WESTBOUND,120N14906,2019,01,Tuesday,32,32,NULL,37,37,NULL,22,22,NULL,34,34,NULL,34,34,NULL,33,33,NULL,25,25,NULL,29,29,NULL,29,28,30,26,26,NULL,27,25,20,25,25,29,16,16,18,23,23,NULL,25,25,19,21,21,NULL,22,23,22,19,19,26,22,22,NULL,22,22,NULL,28,28,NULL,30,30,NULL,37,37,NULL,42,42,NULL
1.235279,NY,QUEENS,"ELIOT AVE",0,WESTBOUND,120-19460,2019,01,Tuesday,22,22,NULL,21,21,NULL,15,15,NULL,23,23,NULL,20,20,NULL,19,19,NULL,15,15,11,15,15,NULL,12,12,17,13,13,13,16,16,NULL,14,14,NULL,16,16,14,14,14,NULL,14,14,NULL,14,14,13,15,14,16,15,15,NULL,14,14,NULL,14,14,NULL,16,16,NULL,17,17,NULL,19,19,NULL,21,21,NULL
1.179232,NY,NASSAU,"I-495 FRONTAGE/SERVICE RD",906,WESTBOUND,120-19461,2019,01,Tuesday,51,52,58,55,55,NULL,NULL,NULL,NULL,NULL,NULL,NULL,46,46,NULL,51,51,NULL,55,55,NULL,56,56,NULL,55,55,49,51,51,44,57,55,4,53,53,NULL,55,55,50,55,55,56,55,55,53,53,53,56,56,56,NULL,54,54,NULL,54,54,NULL,55,55,NULL,53,53,NULL,56,56,NULL,38,38,NULL,48,48,NULL
0.93164,NY,KINGS,"CONEY ISLAND AVE",0,SOUTHBOUND,120-18109,2019,01,Tuesday,17,17,NULL,16,16,NULL,21,21,NULL,17,17,14,17,17,22,16,16,14,17,17,14,15,15,NULL,15,15,NULL,13,13,NULL,13,13,8,11,11,8,12,12,13,11,11,6,11,11,NULL,16,16,19,16,16,13,15,15,NULL,15,15,NULL,15,15,NULL,14,14,NULL,15,15,NULL,18,18,NULL,19,19,NULL
0.517962,NY,KINGS,"CONEY ISLAND AVE",0,SOUTHBOUND,120-18108,2019,01,Tuesday,14,14,NULL,12,12,NULL,15,15,NULL,13,13,NULL,13,13,NULL,16,16,20,14,14,11,14,14,NULL,14,14,NULL,12,12,NULL,10,10,NULL,11,11,NULL,10,10,NULL,10,10,14,9,9,NULL,10,10,NULL,12,12,NULL,11,11,NULL,10,10,NULL,11,11,NULL,11,11,NULL,10,10,NULL,14,14,NULL,13,13,NULL
0.128127,NJ,ESSEX,NJ-21,21,SOUTHBOUND,120-07455,2019,01,Tuesday,28,29,31,28,26,24,33,30,27,29,29,35,30,29,28,24,23,11,18,17,15,17,16,12,18,18,16,17,17,16,17,17,17,18,18,21,16,16,14,19,19,19,19,19,16,19,19,17,18,18,17,20,20,14,20,20,19,21,21,22,24,24,23,22,23,24,25,25,25,31,30,25
0.273776,NJ,BERGEN,NJ-17,17,SOUTHBOUND,120-06123,2019,01,Tuesday,58,55,53,56,57,59,59,58,55,58,58,57,54,54,57,61,60,58,57,57,55,55,54,55,53,53,55,57,57,55,56,56,55,56,56,57,55,55,53,55,55,56,56,56,53,55,55,54,55,54,52,51,51,49,55,54,55,56,55,54,58,57,54,59,58,56,56,56,58,57,58,58
0.382721,NJ,ESSEX,NJ-21,21,SOUTHBOUND,120-07454,2019,01,Tuesday,25,26,34,24,23,23,27,27,27,28,28,32,26,26,28,23,22,17,18,19,19,20,20,14,19,19,14,20,20,20,21,21,17,18,18,18,18,18,17,20,20,21,20,20,16,17,17,17,13,13,14,14,14,12,16,16,16,19,19,22,22,21,21,22,22,21,24,23,22,25,24,22
0.33705,NJ,BERGEN,NJ-17,17,SOUTHBOUND,120-06124,2019,01,Tuesday,58,58,58,56,57,60,59,57,55,58,58,58,56,55,54,61,60,57,58,58,56,56,56,55,57,56,53,56,56,56,56,56,55,53,54,57,54,54,53,54,54,55,55,55,54,54,54,53,54,54,53,50,50,50,54,54,54,55,55,54,58,57,53,58,56,53,56,57,58,58,56,56
0.120198,NJ,ESSEX,NJ-21,21,SOUTHBOUND,120-07453,2019,01,Tuesday,26,26,30,26,24,14,26,27,28,26,27,32,27,27,30,24,23,8,18,19,21,18,18,14,17,17,12,16,17,21,18,18,14,13,13,17,15,15,15,17,17,16,15,15,12,14,13,14,12,12,14,10,10,10,13,11,10,20,19,12,22,21,16,25,24,20,25,23,19,25,25,26
1.251715,NJ,BERGEN,NJ-17,17,SOUTHBOUND,120-06121,2019,01,Tuesday,60,59,60,61,60,61,59,59,60,58,58,59,62,61,60,65,64,62,62,62,60,64,64,61,64,63,60,64,64,60,63,63,60,63,63,61,63,62,60,63,63,61,62,62,61,62,62,60,62,62,59,58,57,53,59,59,58,62,61,59,62,61,59,63,62,60,60,60,60,62,61,60
0.569785,NJ,HUDSON,I-280,280,WESTBOUND,120P04339,2019,01,Tuesday,49,46,43,49,45,39,50,48,43,46,44,41,47,41,37,44,44,42,47,46,42,49,47,42,49,47,45,49,48,45,49,48,43,50,48,44,49,49,46,49,47,42,49,48,44,50,49,41,49,47,42,47,47,42,44,44,42,51,49,42,51,51,49,52,50,45,50,47,43,48,42,38
0.897266,NJ,ESSEX,NJ-21,21,SOUTHBOUND,120-07452,2019,01,Tuesday,21,21,16,23,22,16,23,22,21,23,23,20,20,20,23,21,21,6,17,18,18,19,19,17,20,20,18,20,20,18,19,19,15,17,17,16,17,17,16,15,15,16,15,15,15,14,14,16,12,12,11,10,10,9,13,12,11,18,18,16,19,18,15,21,21,16,23,20,16,23,22,24
1.682182,NJ,BERGEN,NJ-17,17,SOUTHBOUND,120-06122,2019,01,Tuesday,60,59,58,56,57,59,60,60,59,59,59,60,59,59,59,63,62,60,61,60,55,60,60,60,60,60,58,60,60,58,57,57,58,59,59,59,58,57,57,58,58,59,57,58,58,57,57,56,58,57,57,54,54,53,56,56,55,58,58,56,60,60,58,61,61,59,58,59,59,60,59,59
0.558749,NJ,ESSEX,NJ-21,21,SOUTHBOUND,120-07451,2019,01,Tuesday,31,29,23,30,30,19,26,24,22,31,28,22,26,25,27,28,28,NULL,23,23,22,24,24,26,27,27,27,30,28,26,25,24,23,25,23,20,22,22,24,27,27,30,24,24,28,22,22,20,22,23,24,22,22,23,19,19,20,22,22,21,24,23,23,27,26,21,27,26,25,26,26,24
